acct_id,visit_num,visit_dt,clip_views,view_time_sec,total_clip_length_sec,total_course_lngth_sec,courses_viewed,b2b_visit_indicator,page_views,searches
"1,373",40,30/1/18,25,"5,322","6,172","238,944",1,1,1,0
"1,373",41,31/1/18,16,"3,341","4,175","150,912",1,1,6,0
"1,373",42,1/2/18,13,"2,181","2,184","153,170",1,1,2,0
"1,373",43,2/2/18,16,"2,369","2,379","87,852",1,1,1,0
"1,373",44,4/2/18,37,"7,218","7,933","263,074",2,1,8,2
"1,373",45,5/2/18,33,"5,524","6,208","201,295",2,1,7,2
"1,373",46,6/2/18,1,230,230,"15,317",1,1,1,0
"1,373",47,7/2/18,14,"1,604","1,664","64,317",1,1,1,0
"1,373",48,8/2/18,16,"2,233","2,468","83,364",1,1,5,0
"1,373",49,9/2/18,9,"1,710","1,873","48,629",1,1,2,0
"1,373",50,14/2/18,5,744,744,"27,788",1,1,2,0
"1,373",51,1/3/18,1,232,232,"15,317",1,1,3,0
"1,373",52,18/3/18,8,"1,417","1,417","91,902",1,1,4,0
"1,373",53,19/3/18,27,"4,679","4,679","306,340",1,1,3,0
"1,373",54,26/3/18,22,"3,710","3,843","245,072",1,1,4,1
"1,373",55,27/3/18,6,"1,398","1,666","76,585",1,1,2,0
"1,373",56,28/3/18,5,1175,1175,"61,268",1,1,3,0
"1,373",57,30/4/18,2,464,464,"30,634",1,1,3,0
"1,902",1,12/3/18,1,225,225,"19,013",1,1,1,6
"1,902",2,30/3/18,2,931,931,"19,694",1,1,1,3
"1,902",3,22/4/18,17,"4,017","4,017","68,929",1,1,2,5
"1,902",4,23/4/18,35,"8,362","8,457","137,858",1,1,1,3
"1,902",5,24/4/18,22,"4,678","4,678","108,317",1,1,1,0
"1,902",6,25/4/18,9,"1,860","1,860","88,623",1,1,2,0
"1,902",7,30/4/18,6,"1,963","2,070","59,082",1,1,2,0
"1,703",1,8/8/17,6,"1,398","1,743","138,446",2,1,4,6
"1,703",2,9/8/17,1,76,76,"16,628",1,1,3,7
"1,703",3,24/9/17,7,1135,1205,"30,537",1,1,5,6
"1,703",4,22/1/18,2,917,917,"5,710",1,1,3,4
"1,703",5,29/1/18,4,310,464,"48,748",1,1,2,0
"1,703",6,12/2/18,2,59,159,"13,700",1,1,4,0
"1,703",7,12/3/18,5,948,"1,062","121,870",1,1,2,0
"1,703",8,13/3/18,1,116,116,"24,374",1,1,7,0
"1,703",9,14/3/18,2,768,768,"48,748",1,1,3,0
"1,703",10,17/3/18,50,"9,120","17,270","999,334",1,1,4,1
"1,695",1,8/8/17,1,744,744,"15,397",1,1,2,4
"1,695",2,13/8/17,1,467,467,"8,909",1,1,5,4
"1,695",3,5/10/17,2,975,975,"7,129",1,1,6,5
"1,547",1,5/7/17,3,223,223,"19,635",2,0,3,8
"2,183",1,2/1/18,40,"1,099","10,738","885,593",3,1,5,8
"2,183",2,8/1/18,60,"6,512","30,388","920,544",1,1,2,3
"1,511",1,1/7/17,13,1299,"2,592","132,300",2,0,6,5
"1,511",2,5/7/17,15,1537,"3,993","102,596",2,0,5,3
"1,511",3,6/7/17,7,2572,2572,"27,608",1,0,1,4
"1,511",4,11/7/17,18,2047,"4,038","144,060",1,0,5,2
"1,511",5,25/7/17,48,"7,215","8,076","169,264",1,0,2,0
"1,511",6,3/8/17,10,"2,965","2,965","33,437",2,0,5,1
"1,511",7,4/8/17,27,"5,472","5,799","194,238",1,0,4,1
"1,511",8,5/8/17,28,"5,221","6,063","205,029",1,0,5,0
"1,634",1,2/7/17,1,190,190,"9,968",1,0,6,5
"1,634",2,9/7/17,37,"8,291","8,291","136,920",1,0,5,3
"1,634",3,10/7/17,33,"6,731","6,952","61,614",1,0,3,3
"1,634",4,12/7/17,7,918,918,"13,692",1,0,1,1
"1,634",5,13/7/17,9,2049,2049,"47,703",1,0,1,0
"1,634",6,16/7/17,9,"1,773","2,047","59,808",1,0,2,0
"1,634",7,17/7/17,22,"4,969","5,134","238,515",1,0,1,0
"1,456",1,1/7/17,30,"5,260","7,719","290,006",2,0,7,5
"1,456",2,2/7/17,16,"4,163","5,265","158,580",1,0,1,3
"1,456",3,3/7/17,26,"7,680","8,032","126,298",2,0,10,4
"1,456",4,4/7/17,11,3416,3416,"40,741",2,0,8,1
"1,456",5,5/7/17,21,"4,743","5,127","99,845",4,0,6,13
"1,456",6,6/7/17,6,"1,719","1,744","110,542",3,0,9,7
"1,456",7,7/7/17,7,"2,905","3,009","88,100",1,0,2,0
"1,456",8,8/7/17,10,"3,708","3,708","123,340",1,0,1,0
"1,456",9,9/7/17,1,832,832,"17,620",1,0,6,0
"1,456",10,10/7/17,7,"2,682","2,889","78,628",1,0,8,1
"1,456",11,11/7/17,12,"3,086","3,663","123,340",1,0,2,1
"1,456",12,12/7/17,14,"4,000","4,490","140,960",1,0,4,1
"1,456",13,13/7/17,31,"8,429","11,171","303,614",2,0,7,2
"1,456",14,16/7/17,26,"8,468","9,848","246,680",1,0,1,1
"1,456",15,17/7/17,7,"2,670","3,211","14,296",1,0,5,1
"1,456",16,19/7/17,16,"3,767","4,414","154,000",2,0,7,4
"1,456",17,20/7/17,18,"4,721","5,113","176,200",1,0,5,0
"1,456",18,21/7/17,27,"4,684","5,051","212,764",2,0,4,0
"1,456",19,22/7/17,22,"3,730","3,771","134,136",1,0,1,0
"1,456",20,23/7/17,31,"6,582","7,365","306,987",2,0,13,0
"1,456",21,24/7/17,15,"3,738","4,607","122,947",4,0,10,4
"1,456",22,25/7/17,42,"12,538","14,198","267,189",3,0,8,4
"1,456",23,26/7/17,31,"5,925","6,393","190,026",1,0,2,0
"1,456",24,27/7/17,19,"3,118","3,655","122,748",2,0,11,4
"1,456",25,31/7/17,5,1054,1054,"33,534",1,0,2,0
"1,456",26,1/8/17,34,"5,760","5,802","200,904",2,0,2,0
"1,456",27,2/8/17,47,"8,777","9,125","208,224",2,0,11,1
"1,456",28,3/8/17,23,"5,125","5,125","239,940",2,0,10,1
"1,456",29,4/8/17,9,1715,1715,"55,890",1,0,5,0
"1,456",30,5/8/17,42,"9,458","12,086","367,844",3,0,7,2
"1,456",31,7/8/17,13,"6,366","6,822","133,224",1,0,2,0
"1,456",32,8/8/17,5,"2,243","2,243","57,096",1,0,3,0
"1,456",33,9/8/17,11,"4,798","5,963","114,192",1,0,2,0
"1,456",34,10/8/17,27,"14,975","16,394","260,344",2,0,6,2
"1,456",35,11/8/17,17,1320,1324,"129,460",9,0,8,2
"1,456",36,12/8/17,25,"11,982","14,355","283,270",1,0,3,0
"1,456",37,13/8/17,9,873,886,"104,450",5,0,10,1
"1,709",1,26/7/17,9,"4,038","5,136","115,830",1,0,1,8
"1,709",2,27/7/17,20,"4,091","8,493","212,355",1,0,4,6
"1,709",3,15/8/17,3,2700,2700,"19,305",1,0,3,5
"1,599",1,3/4/18,4,944,944,"37,200",1,1,1,4
"1,766",1,31/8/17,9,"1,891","1,898","34,668",1,1,2,6
"1,766",2,1/9/17,20,"2,590","3,367","61,632",1,1,2,7
"1,766",3,6/9/17,88,"15,108","18,127","320,064",4,1,13,2
"1,766",4,7/9/17,30,"7,172","9,437","47,730",2,1,12,3
"1,766",5,8/9/17,8,1128,1184,"13,144",1,1,2,0
"1,766",6,11/9/17,13,"2,542","2,793","42,718",1,1,2,1
"1,766",7,18/9/17,26,"3,210","5,081","88,802",3,1,11,9
"1,766",8,6/11/17,6,554,931,"37,986",1,1,4,0
"1,577",1,3/7/17,7,"2,608","4,744","36,505",1,0,2,6
"1,691",1,12/7/17,1,780,780,"11,253",1,0,3,4
"1,691",2,16/8/17,5,410,1370,"33,759",1,0,3,5
"1,696",1,6/7/17,3,717,720,"125,085",1,1,1,5
"1,696",2,7/7/17,3,1051,1073,"125,085",1,1,1,6
"1,696",3,11/7/17,17,"5,275","5,275","291,865",1,1,2,4
"1,696",4,18/7/17,17,"5,357","5,365","291,865",1,1,5,1
"1,696",5,19/7/17,14,"4,566","4,586","291,865",1,1,2,1
"1,696",6,20/7/17,8,"2,131","2,146","333,560",1,1,2,0
"1,696",7,21/7/17,7,"2,525","2,566","291,865",1,1,2,0
"1,696",8,26/7/17,8,"2,459","2,473","305,618",2,1,3,0
"1,696",9,8/8/17,7,"2,546","2,548","96,271",1,1,1,0
"1,696",10,9/8/17,8,"3,096","3,108","96,271",1,1,1,1
"1,696",11,10/8/17,13,"2,965","3,209","174,826",2,1,6,4
"1,696",12,15/8/17,7,"2,024","2,024","101,964",1,1,5,1
"1,696",13,16/8/17,9,"2,793","3,099","135,952",1,1,2,1
"1,696",14,17/8/17,16,"3,424","4,018","220,922",1,1,5,1
"1,696",15,22/8/17,11,"2,822","2,825","152,946",1,1,8,1
"1,696",16,23/8/17,11,"2,841","2,843","152,946",1,1,4,0
"1,696",17,24/8/17,17,"3,377","3,384","237,916",1,1,4,0
"1,696",18,25/8/17,5,"1,869","2,392","67,976",1,1,6,0
"1,696",19,29/8/17,7,"2,722","3,724","101,964",1,1,1,0
"1,696",20,30/8/17,8,"2,114","2,589","115,952",2,1,5,0
"1,696",21,31/8/17,11,"2,360","2,360","125,892",1,1,2,0
"1,696",22,1/9/17,7,"1,887","1,887","83,928",1,1,6,2
"1,696",23,6/9/17,12,"2,636","3,143","139,880",1,1,2,0
"1,696",24,12/9/17,11,"2,351","2,356","125,892",1,1,3,0
"1,696",25,13/9/17,14,"2,018","2,018","153,868",1,1,6,0
"1,696",26,14/9/17,14,"3,080","3,085","153,868",1,1,2,0
"1,696",27,19/9/17,5,"2,821","2,825","55,952",1,1,2,0
"1,696",28,20/9/17,18,"2,630","2,895","190,861",2,1,9,1
"1,696",29,21/9/17,12,"2,958","2,981","90,170",1,1,2,0
"1,696",30,22/9/17,10,"2,969","2,977","72,136",1,1,1,0
"1,696",31,26/9/17,6,"3,496","3,496","45,085",1,1,1,0
"1,696",32,27/9/17,13,"2,409","3,811","90,170",1,1,2,0
"1,696",33,28/9/17,10,"2,879","4,254","73,208",2,1,5,0
"1,696",34,29/9/17,5,"2,923","2,923","38,212",1,1,3,0
"1,696",35,10/10/17,3,"3,203","3,207","28,659",1,1,2,0
"1,696",36,11/10/17,5,"3,532","3,532","38,212",1,1,2,0
"1,696",37,12/10/17,1,"2,069","2,069","9,553",1,1,4,0
"1,696",38,13/10/17,5,"3,328","4,371","38,212",1,1,1,0
"1,696",39,17/10/17,3,"2,971","2,971","28,659",1,1,2,0
"1,696",40,18/10/17,4,"1,732","1,732","28,659",1,1,3,0
"1,696",41,19/10/17,12,"3,710","3,719","149,558",2,1,8,1
"1,696",42,20/10/17,5,"2,780","2,780","74,544",1,1,2,0
"1,696",43,24/10/17,6,"2,713","2,717","93,180",1,1,2,0
"1,696",44,25/10/17,8,"1,586","3,179","111,816",1,1,7,0
"1,696",45,26/10/17,6,"2,313","3,257","93,180",1,1,2,0
"1,696",46,27/10/17,2,"1,816","1,816","37,272",1,1,4,0
"1,696",47,31/10/17,6,"2,764","3,721","93,180",1,1,2,0
"1,696",48,2/11/17,6,"3,040","3,047","93,180",1,1,4,0
"1,696",49,7/11/17,5,"2,886","2,890","74,544",1,1,6,0
"1,696",50,8/11/17,5,"2,880","2,880","74,544",1,1,5,1
"1,696",51,9/11/17,13,"3,105","4,538","186,360",1,1,2,0
"1,696",52,10/11/17,9,"3,298","3,298","114,826",2,1,8,2
"1,696",53,14/11/17,5,"2,827","2,827","12,040",1,1,2,0
"1,696",54,15/11/17,6,"1,736","1,736","22,776",2,1,2,0
"1,696",55,16/11/17,13,"3,158","3,158","107,360",1,1,5,0
"1,696",56,17/11/17,8,"2,945","2,945","64,416",1,1,1,0
"1,696",57,21/11/17,11,"4,689","6,823","85,888",1,1,5,0
"1,696",58,1/12/17,6,"2,892","3,001","53,680",1,1,1,0
"1,696",59,3/1/18,8,"2,701","2,701","59,901",2,1,6,0
"1,696",60,4/1/18,12,"3,634","3,634","55,989",1,1,6,0
"1,696",61,5/1/18,11,"2,966","2,984","49,768",1,1,3,0
"1,696",62,9/1/18,7,"3,014","3,018","31,105",1,1,2,0
"1,696",63,10/1/18,14,"2,711","3,633","115,842",3,1,7,2
"1,696",64,11/1/18,11,"2,593","2,601","86,728",1,1,1,0
"1,696",65,12/1/18,8,"2,382","2,382","65,046",1,1,4,0
"1,696",66,17/1/18,11,"3,189","3,189","86,728",1,1,1,0
"1,696",67,18/1/18,4,1342,1342,"32,523",1,1,1,0
"1,696",68,19/1/18,7,"2,252","2,398","54,205",1,1,1,0
"1,696",69,23/1/18,5,"2,326","2,326","43,364",1,1,2,0
"1,696",70,24/1/18,4,1429,1429,"32,523",1,1,5,0
"1,696",71,25/1/18,8,"2,870","2,870","64,174",2,1,3,0
"1,696",72,30/1/18,10,"2,531","2,531","74,361",1,1,2,0
"1,696",73,31/1/18,11,"2,224","2,535","84,984",1,1,6,0
"1,696",74,1/2/18,4,1257,1265,"31,869",1,1,3,0
"1,696",75,2/2/18,5,893,903,"42,492",1,1,8,0
"1,696",76,6/2/18,8,"3,031","3,031","63,738",1,1,1,0
"1,696",77,7/2/18,16,"2,834","2,847","116,853",1,1,2,0
"1,696",78,8/2/18,16,"2,065","2,244","114,119",2,1,11,1
"1,696",79,9/2/18,10,"2,446","2,446","55,223",1,1,1,0
"1,696",80,13/2/18,10,"2,075","2,081","55,223",1,1,3,0
"1,696",81,14/2/18,11,"1,546","1,772","63,112",1,1,1,0
"1,696",82,27/2/18,11,"2,682","2,684","63,112",1,1,2,0
"1,696",83,28/2/18,13,"2,018","2,024","71,001",1,1,2,0
"1,696",84,1/3/18,11,"1,824","2,301","68,144",2,1,6,2
"1,696",85,6/3/18,17,"2,696","2,699","155,052",1,1,1,0
"1,696",86,7/3/18,10,"2,461","2,469","90,447",1,1,2,0
"1,696",87,8/3/18,5,1305,1311,"51,684",1,1,1,0
"1,696",88,9/3/18,22,"1,560","1,563","193,815",1,1,6,0
"1,696",89,14/3/18,16,"2,283","2,283","142,131",1,1,1,0
"1,696",90,15/3/18,16,"2,784","2,788","142,131",1,1,2,0
"1,696",91,16/3/18,21,"2,760","2,761","180,894",1,1,1,0
"1,696",92,21/3/18,13,"1,794","2,094","116,289",1,1,1,0
"1,696",93,22/3/18,22,"2,168","2,820","193,815",1,1,1,0
"1,696",94,23/3/18,10,1144,1147,"90,447",1,1,3,0
"1,696",95,27/3/18,13,"2,635","2,635","97,137",2,1,6,0
"1,696",96,28/3/18,16,"2,565","4,021","115,797",1,1,2,0
"1,696",97,29/3/18,7,"2,204","2,204","52,635",1,1,1,0
"1,696",98,30/3/18,10,"2,470","2,470","73,689",1,1,3,0
"1,696",99,3/4/18,9,"2,310","2,310","63,162",1,1,2,0
"1,696",100,10/4/18,12,"3,393","3,393","84,216",1,1,2,0
"1,696",101,11/4/18,12,"2,404","2,404","84,216",1,1,3,0
"2,014",1,30/10/17,9,"6,654","6,654","236,916",1,0,6,7
"2,014",2,31/10/17,8,"2,456","2,866","197,430",1,0,1,4
"2,014",3,1/11/17,18,"12,123","12,123","197,430",1,0,4,6
"1,315",1,15/7/17,1,74,74,"15,688",1,1,6,6
"1,315",2,22/12/17,5,756,756,"42,732",1,1,1,3
"1,315",3,23/1/18,25,"6,087","6,522","106,830",1,1,1,2
"1,315",4,24/1/18,10,1305,1305,"42,732",1,1,2,3
"1,315",5,25/1/18,12,"3,860","4,522","64,098",1,1,1,0
"1,315",6,30/1/18,10,"1,563","2,560","106,830",1,1,2,0
"1,315",7,10/2/18,14,"1,368","1,797","149,562",1,1,5,0
"1,315",8,11/2/18,11,"2,016","2,411","117,513",1,1,7,0
"1,315",9,26/3/18,1,110,110,"10,081",1,1,1,0
"1,315",10,13/4/18,18,"2,471","3,210","161,155",2,1,10,4
"1,315",11,21/4/18,2,620,620,"21,582",1,1,2,1
"1,315",12,27/4/18,1,420,420,"10,683",1,1,1,1
"1,617",1,10/8/17,7,"3,193","3,193","32,046",1,1,7,7
"1,617",2,21/8/17,6,"2,638","3,308","22,890",1,1,3,6
"1,617",3,23/8/17,2,1357,1357,"4,578",1,1,3,3
"1,617",4,28/8/17,7,"3,120","4,055","13,734",1,1,4,5
"1,617",5,29/8/17,8,"2,200","4,298","18,312",1,1,5,0
"1,617",6,23/10/17,3,"1,497","1,606","13,734",1,1,2,0
"1,617",7,28/3/18,5,"1,737","1,781","22,890",1,1,8,1
"1,617",8,29/3/18,1,689,689,"4,578",1,1,3,0
"1,617",9,30/3/18,4,"1,963","2,302","18,312",1,1,4,2
"1,617",10,1/4/18,2,"1,339","1,339","9,156",1,1,2,1
"1,617",11,2/4/18,3,"1,997","1,997","13,734",1,1,2,1
"1,617",12,3/4/18,4,"1,886","2,653","18,312",1,1,5,1
"1,617",13,23/4/18,7,"1,873","3,297","27,468",1,1,2,1
"1,617",14,24/4/18,1,765,765,"4,578",1,1,2,1
"1,617",15,25/4/18,6,"2,375","3,582","22,890",1,1,4,1
"1,369",1,11/7/17,1,413,413,"14,073",1,1,1,4
"1,369",2,18/7/17,6,"2,271","2,675","84,219",2,1,2,3
"1,369",3,24/7/17,2,315,315,"27,927",1,1,1,5
"1,369",4,7/8/17,40,"3,892","5,972","192,533",2,1,5,1
"1,369",5,21/8/17,41,"2,742","7,998","512,863",7,1,17,6
"1,369",6,22/8/17,5,572,657,"71,878",2,1,11,11
"1,369",7,23/8/17,17,"1,873","3,130","215,934",1,1,1,0
"1,369",8,31/8/17,46,"5,495","6,432","611,265",2,1,5,1
"1,369",9,4/9/17,24,"2,385","3,495","169,625",5,1,16,9
"1,369",10,5/9/17,40,"5,636","10,429","363,892",3,1,11,4
"1,369",11,7/9/17,1,368,368,"8,316",1,1,1,1
"1,369",12,11/9/17,2,282,363,"7,962",1,1,3,1
"1,369",13,12/9/17,16,"3,087","4,024","226,983",4,1,5,4
"1,369",14,13/9/17,19,"1,500","5,794","182,523",4,1,12,4
"1,369",15,18/9/17,17,"2,843","3,906","74,368",1,1,1,1
"1,369",16,17/10/17,5,456,1200,"21,136",2,1,2,0
"1,369",17,23/10/17,1,98,98,"7,809",1,1,5,0
"1,513",1,26/7/17,36,"3,258","6,228","632,749",3,0,6,5
"1,513",2,28/7/17,12,1646,"1,890","115,192",1,0,8,6
"1,513",3,31/7/17,18,2842,2842,"82,280",1,0,6,4
"1,513",4,7/8/17,35,"3,135","4,860","81,597",2,0,9,3
"1,513",5,9/8/17,3,1239,1239,"6,686",1,0,3,0
"1,513",6,11/8/17,4,1018,1447,"52,749",1,0,5,1
"1,504",1,24/1/18,15,"3,469","3,598","70,800",1,1,3,8
"1,504",2,31/1/18,30,"4,367","6,048","225,119",2,1,6,4
"1,504",3,7/2/18,62,"7,797","14,927","333,075",1,1,2,3
"1,504",4,14/2/18,48,"4,936","9,482","519,597",1,1,3,2
"1,504",5,21/2/18,36,"6,196","10,222","502,686",1,1,7,0
"1,504",6,27/2/18,27,"1,257","6,035","1,511,985",2,1,13,7
"1,504",7,7/3/18,19,"2,685","4,020","507,813",1,1,2,0
"1,504",8,16/3/18,1,199,199,"26,727",1,1,1,0
"1,504",9,23/3/18,28,"3,555","6,026","748,356",1,1,2,0
"1,504",10,6/4/18,49,"3,410","14,450","1,069,080",1,1,6,1
"1,504",11,13/4/18,27,"1,449","3,454","562,185",3,1,6,4
"1,504",12,19/4/18,32,"1,982","4,535","500,956",1,1,2,1
"1,504",13,25/4/18,55,"2,145","7,070","1,000,923",3,1,8,4
"2,134",1,23/2/18,18,"7,215","7,333","260,892",1,1,1,7
"2,134",2,26/2/18,16,"5,285","5,285","188,422",1,1,4,6
"2,134",3,7/3/18,22,"4,212","4,212","112,383",1,1,4,3
"2,134",4,13/3/18,50,"9,932","12,430","289,880",1,1,4,3
"1,266",1,21/7/17,22,"4,048","4,588","505,695",1,0,5,8
"1,597",1,26/9/17,27,"6,672","6,772","226,368",1,0,2,6
"1,597",2,1/10/17,23,"7,028","7,028","163,488",1,0,1,6
"1,597",3,2/10/17,37,"9,652","11,992","101,127",2,0,5,2
"1,597",4,17/10/17,37,"6,345","7,537","125,760",1,0,3,3
"1,597",5,8/2/18,12,1866,2331,"29,224",1,0,2,0
"1,597",6,4/3/18,22,"2,697","8,938","109,590",1,0,5,5
"1,205",1,3/7/17,8,"1,125","1,125","450,304",1,1,1,4
"1,861",1,8/7/17,33,"9,972","10,330","308,418",1,0,2,7
"1,861",2,11/7/17,15,"10,155","12,821","112,152",1,0,1,7
"1,861",3,12/7/17,15,"10,162","10,905","56,076",1,0,4,5
"1,861",4,13/7/17,41,"8,400","18,991","304,453",2,0,7,1
"1,861",5,15/7/17,30,"11,844","15,072","100,540",1,0,2,0
"1,861",6,16/7/17,25,"8,112","8,112","170,918",1,0,1,0
"1,861",7,17/7/17,22,"6,217","8,317","150,810",1,0,1,0
"1,861",8,18/7/17,4,1167,1167,"30,162",1,0,5,0
"1,861",9,19/7/17,27,"3,660","6,243","241,932",3,0,10,3
"1,861",10,20/7/17,53,"9,844","14,913","541,480",2,0,7,4
"1,861",11,21/7/17,40,"7,271","8,759","185,944",1,0,2,1
"1,861",12,22/7/17,4,223,"2,496","26,958",2,0,9,4
"1,861",13,25/7/17,27,"5,875","7,319","128,625",1,0,2,1
"1,861",14,26/7/17,14,"3,038","5,292","68,600",1,0,5,1
"1,861",15,3/8/17,15,"5,362","5,583","68,600",1,0,6,1
"1,861",16,4/8/17,11,"5,629","5,629","51,450",1,0,1,0
"1,861",17,5/8/17,1,385,385,"8,575",1,0,5,0
"1,861",18,8/8/17,22,"6,189","7,560","102,900",1,0,2,0
"1,861",19,9/8/17,16,"5,594","6,810","77,175",1,0,1,0
"1,861",20,10/8/17,15,"6,121","7,056","68,600",1,0,2,0
"1,861",21,11/8/17,5,"2,023","2,023","25,725",1,0,1,0
"1,861",22,16/8/17,16,1153,"3,686","76,068",1,0,1,0
"1,861",23,20/8/17,43,"7,726","13,490","202,406",2,0,3,0
"1,861",24,22/8/17,5,1194,1875,"34,530",1,0,3,0
"1,861",25,23/8/17,46,"10,912","12,884","563,990",1,0,1,0
"1,861",26,24/8/17,30,"3,754","4,812","368,320",1,0,3,0
"2,168",1,3/7/17,44,"5,500","6,235","1,461,464",5,0,15,6
"2,168",2,7/7/17,37,"4,987","19,846","346,774",15,0,14,7
"2,168",3,12/7/17,3,352,352,"12,049",1,0,3,4
"2,168",4,13/7/17,18,1908,2250,"68,445",2,0,5,1
"2,168",5,14/7/17,15,"5,076","5,091","70,495",1,0,8,0
"2,168",6,18/7/17,7,516,"2,814","70,495",1,0,3,3
"2,168",7,19/7/17,22,"1,846","5,203","224,641",6,0,16,7
"2,168",8,21/7/17,12,"5,089","5,089","47,488",1,0,2,0
"2,168",9,22/7/17,12,"5,442","5,886","47,488",1,0,4,0
"2,168",10,23/7/17,4,944,944,"19,812",1,0,2,1
"2,168",11,24/7/17,14,"4,497","8,889","52,832",1,0,6,1
"2,168",12,26/7/17,11,1554,"4,475","39,624",1,0,3,1
"2,168",13,31/7/17,14,"3,163","5,935","49,492",2,0,4,1
"2,023",1,13/11/17,31,"5,758","5,841","219,387",1,0,2,7
"2,023",2,14/11/17,30,"6,702","6,710","167,152",1,0,2,7
"2,023",3,28/11/17,39,"10,886","10,906","197,190",1,0,1,2
"2,023",4,21/12/17,50,"10,835","10,848","276,980",2,0,2,5
"2,023",5,22/12/17,64,"9,661","9,711","475,795",1,0,2,0
"2,023",6,29/12/17,25,"4,366","4,374","188,105",1,0,6,0
"2,023",7,1/1/18,26,"4,839","4,955","409,290",1,0,2,0
"2,023",8,2/1/18,9,"2,647","2,647","70,164",1,0,6,0
"2,023",9,4/1/18,7,"2,245","2,256","58,470",1,0,2,1
"2,023",10,5/1/18,22,"4,500","4,515","140,328",1,0,2,1
"2,023",11,8/1/18,16,"3,016","3,016","75,267",1,0,6,1
"2,023",12,9/1/18,16,"3,271","3,281","75,267",1,0,2,1
"2,023",13,15/2/18,33,"7,942","8,561","384,930",1,0,2,1
"2,023",14,16/2/18,91,"19,960","21,753","1,660,622",4,0,11,1
"2,023",15,17/2/18,38,"10,021","10,076","646,898",1,0,2,1
"2,023",16,18/2/18,12,"3,968","4,387","110,446",1,0,1,0
"2,023",17,19/2/18,12,"3,737","3,739","81,171",2,0,7,2
"2,023",18,26/2/18,22,"9,817","11,351","134,643",2,0,5,0
"2,023",19,28/2/18,28,"4,021","4,413","168,240",1,0,3,0
"2,023",20,12/3/18,49,"10,964","11,369","265,583",2,0,9,2
"2,023",21,13/3/18,40,"10,340","11,772","1,212,733",2,0,4,0
"2,023",22,14/3/18,1,669,669,"31,665",1,0,5,0
"2,023",23,15/3/18,40,"7,731","11,295","629,348",1,0,3,0
"2,023",24,16/3/18,8,1656,"2,097","73,180",1,0,2,0
"2,023",25,21/3/18,23,"2,610","5,359","345,922",2,0,5,0
"2,023",26,23/3/18,47,"4,212","6,311","238,375",1,0,1,0
"2,023",27,29/3/18,36,"4,439","8,117","410,058",1,0,6,0
"2,023",28,13/4/18,47,"6,596","7,791","477,835",2,0,11,2
"2,023",29,17/4/18,46,"7,108","9,679","233,748",3,0,12,2
"2,023",30,18/4/18,27,"4,876","6,881","311,357",2,0,8,1
"2,023",31,30/4/18,40,"8,656","8,789","177,828",1,0,6,0
"2,023",32,1/5/18,19,"6,096","6,444","84,680",1,0,1,0
"2,065",1,4/7/17,13,"1,945","2,035","226,905",2,1,9,5
"2,065",2,13/7/17,2,931,931,"19,694",1,1,1,3
"2,065",3,26/7/17,40,"8,135","8,482","171,888",1,1,2,6
"2,065",4,27/7/17,40,"6,645","7,676","343,776",1,1,5,3
"2,065",5,28/7/17,38,"5,748","6,512","544,109",2,1,11,4
"2,065",6,30/7/17,32,"5,553","6,798","517,696",1,1,3,3
"2,065",7,3/8/17,24,"5,844","5,844","396,740",2,1,10,6
"2,065",8,4/8/17,30,"4,828","5,409","548,850",1,1,3,0
"2,065",9,6/8/17,32,"5,235","5,633","554,939",2,1,5,1
"2,065",10,7/8/17,4,987,987,"73,960",1,1,1,1
"2,065",11,9/8/17,38,"6,896","7,003","567,145",1,1,1,1
"2,065",12,14/8/17,17,"2,135","2,178","256,130",1,1,1,1
"2,065",13,21/8/17,41,"7,079","7,672","603,735",1,1,2,1
"2,065",14,3/10/17,25,"3,551","3,948","360,062",1,1,2,1
"2,065",15,4/10/17,3,"1,466","1,466","55,470",1,1,1,1
"2,065",16,8/10/17,47,"6,840","6,945","702,620",1,1,2,0
"2,065",17,9/10/17,33,"6,464","6,465","499,230",1,1,2,0
"2,065",18,10/10/17,36,"8,690","9,723","523,963",2,1,5,0
"2,065",19,11/10/17,2,323,323,"36,980",1,1,6,0
"2,065",20,18/10/17,12,"1,720","2,253","117,620",2,1,7,0
"2,065",21,19/10/17,26,"4,921","5,713","831,562",1,1,5,0
"2,065",22,20/10/17,36,"5,116","5,919","634,200",2,1,11,2
"2,065",23,22/10/17,2,209,209,"21,022",1,1,2,0
"2,065",24,23/10/17,28,"4,371","5,031","231,242",1,1,1,0
"2,065",25,25/10/17,25,"4,136","4,771","673,760",1,1,1,0
"2,065",26,26/10/17,28,"4,437","4,716","370,568",1,1,2,0
"2,065",27,28/10/17,24,"4,371","4,371","320,036",1,1,1,0
"2,065",28,29/10/17,45,"5,351","9,191","701,652",4,1,8,3
"2,065",29,17/11/17,5,408,596,"45,312",1,1,3,0
"2,065",30,18/11/17,20,"2,219","2,232","181,248",1,1,2,0
"2,065",31,29/11/17,10,"1,849","1,884","184,872",1,1,1,0
"2,065",32,2/2/18,16,"3,367","4,053","105,781",1,1,1,0
"2,065",33,21/2/18,1,104,104,"18,699",1,1,2,0
"2,065",34,23/2/18,10,"1,453","1,666","149,592",1,1,3,0
"2,065",35,17/3/18,27,"3,624","3,736","470,883",1,1,2,0
